14,1,530,183,10,19,1,-1,-1
15,1,527,172,10,18,1,-1,-1
16,1,528,161,10,18,1,-1,-1
17,1,528,148,10,21,1,-1,-1
18,1,524,141,13,15,1,-1,-1
19,1,525,135,13,15,1,-1,-1
20,1,526,132,12,14,1,-1,-1
21,1,525,128,12,14,1,-1,-1
22,1,518,130,12,14,1,-1,-1
23,1,520,110,10,21,1,-1,-1
24,1,518,108,10,22,1,-1,-1
25,1,518,105,10,21,1,-1,-1
26,1,514,101,10,19,1,-1,-1
27,1,514,101,10,19,1,-1,-1
28,1,510,99,13,18,1,-1,-1
29,1,509,99,13,18,1,-1,-1
30,1,506,101,13,18,1,-1,-1
31,1,501,100,13,18,1,-1,-1
32,1,498,99,16,28,1,-1,-1
33,1,497,99,15,27,1,-1,-1
34,1,492,103,15,25,1,-1,-1
35,1,485,110,15,25,1,-1,-1
36,1,479,117,15,27,1,-1,-1
37,1,473,123,15,25,1,-1,-1
38,1,469,128,15,27,1,-1,-1
39,1,463,136,15,27,1,-1,-1
40,1,459,146,15,27,1,-1,-1
41,1,454,155,15,27,1,-1,-1
42,1,449,163,15,25,1,-1,-1
43,1,443,174,15,25,1,-1,-1
44,1,435,175,17,38,1,-1,-1
45,1,430,186,17,38,1,-1,-1
46,1,426,193,14,32,1,-1,-1
47,1,419,205,14,32,1,-1,-1
48,1,415,226,13,36,1,-1,-1
49,1,406,239,19,26,1,-1,-1
50,1,405,268,12,21,1,-1,-1
51,1,399,279,15,30,1,-1,-1
52,1,397,298,15,30,1,-1,-1
53,1,388,317,20,33,1,-1,-1
54,1,385,333,16,32,1,-1,-1
55,1,381,348,18,37,1,-1,-1
56,1,376,363,18,37,1,-1,-1
57,1,369,381,18,37,1,-1,-1
58,1,367,393,18,50,1,-1,-1
59,1,356,413,25,52,1,-1,-1
60,1,356,437,25,52,1,-1,-1
61,1,342,455,29,59,1,-1,-1
62,1,335,475,32,59,1,-1,-1
63,1,329,498,33,57,1,-1,-1
64,1,323,525,33,67,1,-1,-1
65,1,322,558,31,64,1,-1,-1
66,1,311,601,32,47,1,-1,-1
67,1,305,628,30,45,1,-1,-1
68,1,301,676,23,39,1,-1,-1
69,1,289,717,28,40,1,-1,-1
70,1,282,754,29,42,1,-1,-1
71,1,270,795,28,49,1,-1,-1
72,1,257,837,28,77,1,-1,-1
73,1,253,889,28,77,1,-1,-1
74,1,236,944,33,88,1,-1,-1
75,1,225,1011,38,97,1,-1,-1
76,1,210,1074,38,97,1,-1,-1
77,1,201,1154,44,101,1,-1,-1
78,1,200,1241,35,83,1,-1,-1
79,1,184,1318,41,73,1,-1,-1
80,1,176,1390,42,72,1,-1,-1
81,1,174,1472,31,48,1,-1,-1
82,1,171,1544,23,47,1,-1,-1
268,2,571,148,10,21,1,-1,-1
269,2,573,143,10,22,1,-1,-1
270,2,573,134,10,22,1,-1,-1
271,2,573,128,10,22,1,-1,-1
271,3,593,145,11,19,1,-1,-1
272,2,575,123,10,22,1,-1,-1
