14,1,530,183,10,19
15,1,527,172,10,18
16,1,528,161,10,18
17,1,528,148,10,21
18,1,524,141,13,15
19,1,525,135,13,15
20,1,526,132,12,14
21,1,525,128,12,14
22,1,518,130,12,14
23,1,520,110,10,21
24,1,518,108,10,22
25,1,518,105,10,21
26,1,514,101,10,19
27,1,514,101,10,19
28,1,510,99,13,18
29,1,509,99,13,18
30,1,506,101,13,18
31,1,501,100,13,18
32,1,498,99,16,28
33,1,497,99,15,27
34,1,492,103,15,25
35,1,485,110,15,25
36,1,479,117,15,27
37,1,473,123,15,25
38,1,469,128,15,27
39,1,463,136,15,27
40,1,459,146,15,27
41,1,454,155,15,27
42,1,449,163,15,25
43,1,443,174,15,25
44,1,435,175,17,38
45,1,430,186,17,38
46,1,426,193,14,32
47,1,419,205,14,32
48,1,415,226,13,36
49,1,406,239,19,26
50,1,405,268,12,21
51,1,399,279,15,30
52,1,397,298,15,30
53,1,388,317,20,33
54,1,385,333,16,32
55,1,381,348,18,37
56,1,376,363,18,37
57,1,369,381,18,37
58,1,367,393,18,50
59,1,356,413,25,52
60,1,356,437,25,52
61,1,342,455,29,59
62,1,335,475,32,59
63,1,329,498,33,57
64,1,323,525,33,67
65,1,322,558,31,64
66,1,311,601,32,47
67,1,305,628,30,45
68,1,301,676,23,39
69,1,289,717,28,40
70,1,282,754,29,42
71,1,270,795,28,49
72,1,257,837,28,77
73,1,253,889,28,77
74,1,236,944,33,88
75,1,225,1011,38,97
76,1,210,1074,38,97
77,1,201,1154,44,101
78,1,200,1241,35,83
79,1,184,1318,41,73
80,1,176,1390,42,72
81,1,174,1472,31,48
82,1,171,1544,23,47
