271,3,593,145,11,19
272,3,594,143,13,13
273,3,593,143,13,13
274,3,593,142,13,13
275,3,596,140,12,12
276,3,598,140,12,12
277,3,599,140,12,12
278,3,600,140,12,12
279,3,602,141,12,12
280,3,601,139,14,14
281,3,601,140,14,14
282,3,596,139,15,16
283,3,598,143,15,16
284,3,599,149,14,15
285,3,598,153,15,16
286,3,596,161,15,16
287,3,596,167,15,16
288,3,595,174,16,17
289,3,594,179,17,18
290,3,595,187,17,19
291,3,592,193,17,19
292,3,591,203,17,18
293,3,594,208,18,25
294,3,593,218,18,25
295,3,589,235,20,16
296,3,588,246,20,16
297,3,589,260,19,15
298,3,586,275,20,16
299,3,579,277,28,34
300,3,581,294,29,36
301,3,583,311,29,36
302,3,581,328,29,36
303,3,583,346,29,36
304,3,588,364,17,37
305,3,589,390,17,37
306,3,589,412,16,35
307,3,584,433,22,39
308,3,583,465,22,39
309,3,582,484,21,48
310,3,581,515,22,50
311,3,584,552,26,38
312,3,584,588,26,38
313,3,583,618,29,37
314,3,583,650,30,45
315,3,583,685,30,46
316,3,584,718,31,48
317,3,583,763,28,41
318,3,580,799,29,43
319,3,572,840,31,45
320,3,567,883,31,45
321,3,566,931,31,47
322,3,562,978,33,49
323,3,559,1025,33,49
324,3,557,1076,37,56
325,3,559,1129,37,52
326,3,560,1191,35,50
327,3,559,1240,35,50
328,3,557,1291,32,75
329,3,555,1358,34,76
330,3,562,1422,36,80
331,3,559,1500,28,78
332,3,560,1568,27,86
333,3,555,1641,31,98
334,3,556,1730,31,98
335,3,546,1827,37,88
