1338,8,555,130,25,39
1339,8,557,121,25,39
1340,8,557,106,25,39
1341,8,559,94,25,39
1342,8,558,77,26,41
1343,8,559,64,28,43
1344,8,559,54,28,43
1345,8,561,41,28,43
1346,8,562,30,28,43
1347,8,564,21,28,43
1348,8,564,8,28,43
1349,8,566,0,29,45
1374,8,641,12,45,56
1375,8,646,31,45,56
1376,8,650,40,45,56
1377,8,655,64,45,56
1378,8,661,86,45,56
1379,8,667,108,45,56
1380,8,673,133,45,56
1381,8,678,159,45,56
1382,8,684,190,47,59
1383,8,689,222,47,59
1384,8,694,245,50,62
1385,8,698,279,52,65
1386,8,704,331,52,65
1387,8,705,340,58,97
1388,8,711,383,58,97
1389,8,720,422,58,97
1390,8,724,476,64,101
1391,8,733,521,64,101
1392,8,742,588,61,96
1393,8,748,651,58,92
1394,8,750,712,71,103
1395,8,760,774,71,103
1396,8,770,840,75,108
1397,8,779,913,75,108
1398,8,780,982,89,143
1399,8,792,1070,93,150
1400,8,805,1167,93,150
1401,8,822,1250,89,143
1402,8,825,1350,102,164
1403,8,830,1461,116,177
1404,8,852,1590,115,189
