1160,7,516,168,36,32
1161,7,522,155,36,32
1162,7,525,146,36,32
1163,7,524,139,32,28
1164,7,530,132,32,28
1165,7,531,124,32,28
1166,7,529,115,34,29
1167,7,531,109,34,29
1168,7,539,99,24,34
1169,7,542,93,25,36
1170,7,536,92,36,34
1171,7,541,88,36,34
1172,7,545,85,36,34
1173,7,548,80,36,34
1174,7,549,80,34,32
1175,7,553,80,33,31
1176,7,558,80,31,29
1177,7,562,80,31,29
1178,7,567,80,31,29
1179,7,573,83,31,29
1180,7,572,74,40,46
1181,7,574,76,40,46
1182,7,577,80,40,46
1183,7,582,82,42,48
1184,7,590,99,34,37
1185,7,594,107,34,37
1186,7,601,114,34,37
1187,7,609,124,34,37
1188,7,608,121,43,46
1189,7,612,128,45,50
1190,7,620,139,43,48
1191,7,623,154,45,50
1192,7,627,168,47,52
1193,7,632,178,45,50
1194,7,638,193,43,48
1195,7,645,208,43,48
1196,7,650,224,43,48
1197,7,655,239,43,48
1198,7,664,258,41,45
1199,7,672,280,41,45
1200,7,677,293,44,61
1201,7,681,313,44,61
1202,7,686,331,44,61
1203,7,683,351,64,59
1204,7,693,372,64,59
1205,7,697,396,64,59
1206,7,705,416,64,59
1207,7,712,440,62,77
1208,7,723,468,62,77
1209,7,728,499,62,77
1210,7,733,533,58,68
1211,7,738,563,66,68
1212,7,747,600,64,64
1213,7,745,632,67,67
1214,7,751,656,78,84
1215,7,756,690,78,84
1216,7,765,739,78,84
1217,7,771,781,78,84
1218,7,779,825,78,84
1219,7,798,879,78,84
1220,7,806,913,78,108
1221,7,810,969,92,118
1222,7,826,1031,92,118
1223,7,838,1091,95,126
1224,7,849,1156,100,132
1225,7,870,1237,100,132
1226,7,887,1314,109,159
1227,7,906,1410,118,164
1228,7,938,1524,112,156
1229,7,964,1605,109,198
